Data As Of,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia and COVID-19 Deaths
09/27/2023,Montana,All Sexes,18-29 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,27.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,36.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,36.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,34.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,50.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,10.0,166.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,135.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,184.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,224.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,261.0,0.0
09/27/2023,Montana,All Sexes,All Ages,53.0,990.0,29.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,10.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,17.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,40.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,42.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,46.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,146.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,121.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,11.0,206.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,18.0,251.0,11.0
09/27/2023,Montana,All Sexes,85 years and over,12.0,288.0,0.0
09/27/2023,Montana,All Sexes,All Ages,152.0,1144.0,93.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,17.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,27.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,27.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,41.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,10.0,54.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,59.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,28.0,189.0,21.0
09/27/2023,Montana,All Sexes,55-64 years,25.0,157.0,19.0
09/27/2023,Montana,All Sexes,65-74 years,34.0,221.0,23.0
09/27/2023,Montana,All Sexes,75-84 years,40.0,310.0,28.0
09/27/2023,Montana,All Sexes,85 years and over,36.0,310.0,13.0
09/27/2023,Montana,All Sexes,All Ages,294.0,1270.0,157.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,34.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,40.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,11.0,47.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,14.0,60.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,26.0,75.0,10.0
09/27/2023,Montana,All Sexes,50-64 years,68.0,201.0,38.0
09/27/2023,Montana,All Sexes,55-64 years,51.0,159.0,30.0
09/27/2023,Montana,All Sexes,65-74 years,88.0,303.0,53.0
09/27/2023,Montana,All Sexes,75-84 years,67.0,314.0,34.0
09/27/2023,Montana,All Sexes,85 years and over,45.0,311.0,24.0
09/27/2023,Montana,All Sexes,All Ages,444.0,1452.0,270.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,10.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,11.0,39.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,18.0,52.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,22.0,63.0,15.0
09/27/2023,Montana,All Sexes,45-54 years,36.0,80.0,24.0
09/27/2023,Montana,All Sexes,50-64 years,92.0,239.0,65.0
09/27/2023,Montana,All Sexes,55-64 years,69.0,195.0,50.0
09/27/2023,Montana,All Sexes,65-74 years,119.0,326.0,77.0
09/27/2023,Montana,All Sexes,75-84 years,99.0,372.0,62.0
09/27/2023,Montana,All Sexes,85 years and over,98.0,374.0,46.0
09/27/2023,Montana,All Sexes,All Ages,311.0,1229.0,195.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,33.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,35.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,13.0,50.0,10.0
09/27/2023,Montana,All Sexes,45-54 years,19.0,76.0,13.0
09/27/2023,Montana,All Sexes,50-64 years,72.0,222.0,43.0
09/27/2023,Montana,All Sexes,55-64 years,62.0,174.0,37.0
09/27/2023,Montana,All Sexes,65-74 years,91.0,288.0,63.0
09/27/2023,Montana,All Sexes,75-84 years,87.0,306.0,53.0
09/27/2023,Montana,All Sexes,85 years and over,39.0,299.0,21.0
09/27/2023,Montana,All Sexes,All Ages,145.0,1129.0,80.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,30.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,36.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,11.0,58.0,11.0
09/27/2023,Montana,All Sexes,50-64 years,37.0,183.0,23.0
09/27/2023,Montana,All Sexes,55-64 years,29.0,146.0,15.0
09/27/2023,Montana,All Sexes,65-74 years,33.0,237.0,19.0
09/27/2023,Montana,All Sexes,75-84 years,44.0,310.0,23.0
09/27/2023,Montana,All Sexes,85 years and over,25.0,301.0,10.0
09/27/2023,Montana,All Sexes,All Ages,176.0,1203.0,100.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,20.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,25.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,44.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,50.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,54.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,34.0,189.0,14.0
09/27/2023,Montana,All Sexes,55-64 years,29.0,157.0,13.0
09/27/2023,Montana,All Sexes,65-74 years,44.0,248.0,28.0
09/27/2023,Montana,All Sexes,75-84 years,46.0,322.0,33.0
09/27/2023,Montana,All Sexes,85 years and over,40.0,337.0,18.0
09/27/2023,Montana,All Sexes,All Ages,190.0,1040.0,97.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,21.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,40.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,26.0,145.0,14.0
09/27/2023,Montana,All Sexes,55-64 years,23.0,123.0,13.0
09/27/2023,Montana,All Sexes,65-74 years,43.0,223.0,25.0
09/27/2023,Montana,All Sexes,75-84 years,62.0,287.0,32.0
09/27/2023,Montana,All Sexes,85 years and over,51.0,301.0,21.0
09/27/2023,Montana,All Sexes,All Ages,69.0,998.0,32.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,25.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,30.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,27.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,153.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,127.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,21.0,213.0,12.0
09/27/2023,Montana,All Sexes,75-84 years,25.0,270.0,12.0
09/27/2023,Montana,All Sexes,85 years and over,13.0,273.0,0.0
09/27/2023,Montana,All Sexes,All Ages,18.0,843.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,36.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,41.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,126.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,102.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,158.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,223.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,233.0,0.0
09/27/2023,Montana,All Sexes,All Ages,26.0,960.0,12.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,13.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,20.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,19.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,20.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,34.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,50.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,132.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,107.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,206.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,243.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,297.0,0.0
09/27/2023,Montana,All Sexes,All Ages,20.0,830.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,19.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,30.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,36.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,36.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,42.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,133.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,110.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,168.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,210.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,10.0,225.0,0.0
09/27/2023,Montana,All Sexes,All Ages,52.0,1027.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,17.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,30.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,41.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,38.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,34.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,52.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,150.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,114.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,11.0,195.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,13.0,264.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,22.0,303.0,0.0
09/27/2023,Montana,All Sexes,All Ages,38.0,950.0,19.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,10.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,32.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,42.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,42.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,55.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,146.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,107.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,184.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,11.0,245.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,15.0,273.0,0.0
09/27/2023,Montana,All Sexes,All Ages,32.0,985.0,11.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,24.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,36.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,35.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,33.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,64.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,165.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,122.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,194.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,10.0,268.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,10.0,260.0,0.0
09/27/2023,Montana,All Sexes,All Ages,40.0,946.0,13.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,25.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,42.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,46.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,42.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,131.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,109.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,200.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,13.0,263.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,17.0,247.0,0.0
09/27/2023,Montana,All Sexes,All Ages,39.0,972.0,13.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,10.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,18.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,32.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,32.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,41.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,134.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,110.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,200.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,15.0,268.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,15.0,278.0,0.0
09/27/2023,Montana,All Sexes,All Ages,29.0,1019.0,10.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,10.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,13.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,37.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,33.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,44.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,157.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,125.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,224.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,13.0,277.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,284.0,0.0
09/27/2023,Montana,All Sexes,All Ages,41.0,1001.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,19.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,23.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,34.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,45.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,44.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,125.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,106.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,10.0,212.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,14.0,264.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,14.0,309.0,0.0
09/27/2023,Montana,All Sexes,All Ages,21.0,865.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,12.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,13.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,17.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,36.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,124.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,98.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,164.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,248.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,268.0,0.0
09/27/2023,Montana,All Sexes,All Ages,31.0,1010.0,11.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,14.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,16.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,21.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,22.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,29.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,27.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,47.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,147.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,117.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,206.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,254.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,12.0,311.0,0.0
09/27/2023,Montana,All Sexes,All Ages,21.0,950.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,11.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,19.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,19.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,25.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,51.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,138.0,0.0
09/27/2023,Montana,All Sexes,55-64 years,0.0,105.0,0.0
09/27/2023,Montana,All Sexes,65-74 years,0.0,208.0,0.0
09/27/2023,Montana,All Sexes,75-84 years,0.0,254.0,0.0
09/27/2023,Montana,All Sexes,85 years and over,0.0,272.0,0.0
09/27/2023,Montana,All Sexes,All Ages,17.0,903.0,0.0
09/27/2023,Montana,All Sexes,Under 1 year,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,0-17 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,1-4 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,5-14 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,15-24 years,0.0,0.0,0.0
09/27/2023,Montana,All Sexes,18-29 years,0.0,15.0,0.0
09/27/2023,Montana,All Sexes,25-34 years,0.0,26.0,0.0
09/27/2023,Montana,All Sexes,30-39 years,0.0,31.0,0.0
09/27/2023,Montana,All Sexes,35-44 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,40-49 years,0.0,28.0,0.0
09/27/2023,Montana,All Sexes,45-54 years,0.0,39.0,0.0
09/27/2023,Montana,All Sexes,50-64 years,0.0,131.0,0.0
